text,label,source
Lo tuh cringe banget deh malu-maluin aja,1,codemixed
kok bisa ya..,0,dataset_research
"Kalau wajahnya jelek gak cantik mbok ya perilakunya dijaga agar tetap baik, sudah jelek jahat lagi, apa yg diharapkan dari dirimu😢",1,
"""layout websitenya aneh tapi tetap bisa dipakai""",0,manual_augmentation
ABIDZAR lo remake film JODHA AKBAR aja pemeran cewe nya lina mukherjee,1,tiktok
minimal kl lo kurang fisik tutupilah dengan kebaikan prilakumu...mikir otak.jangan ditambahin tai doang,1,
ingat ramalan Hard Gumay ðŸ˜³,0,tiktok_v2
"Bang gimana komentarnya warga korsel, saat skandal suap piala dunia 2002 ? Marah atau seneng ? 😂 Kalok gak nyuap gak mungkin korsel lolos semi final 😂😂😂😂😂😂",0,
WOe tandaiin mukanya mau cewek cowok jangan anggap remeh tuh nyawa org bangke bangke kasian korbannya,1,
tai wkwkwkwkw,0,dataset_research
Kasusnya nyata. . Na hwa jinnya yg ga nyata 😢,1,
Lanjutkan saja perkara ini sampai ke ranah hukum .supaya tidak terulang..pelakunya bisa jera,0,
Tapi kayaknya ini udah parah bgt bopengnya,1,dataset_research
"Goblok banget sih rules-nya, ribet amat",0,fn_fp_reduction
ya allah ni orang peri cantik amatt,0,relabel
Citra kebaikan dlm semua hal ditonjolkan oleh Rezim diktator JOKOWI skg luar biasa dibela media umum terus menerus membangun opini,1,fn_hatespeech_id
"""kampret, aku salah naik lift lagi""",0,manual_augmentation
si monyet bangsat saya coba memang situ saja yang keganjenan sok polos babiiii,1,relabel
kardiograf anjing,0,relabel
Bukti nyata Cina Indonesia antek penjajah,1,fn_hatespeech_id
"""Udah cantik, rada gesrek tapi ya ini banyak kelebihannya, semangat tetap produktif""",0,tiktok_v2
PapaMintaKetuaFraksi rakyat mau nya setya novanto keluar dari dpr bukan di pecat dari ketua dpr percuma saya di pecat dan masih ada di dpr,1,fn_hatespeech_id
abidzar a nya apa,0,tiktok
"""bego banget gue kirain itu ruang dosen""",0,manual_augmentation
KAMPUNGAN,1,dataset_research
dasar plagiat tidak kreatip memalukab sangat,0,relabel
video ini jelek kualitas audionya,0,manual_augmentation
dari dulu aja hobi selingkuh yaa sekarang masih doyan,0,tiktok
muka nya begitu seren bikin mual liatnya,1,relabel
Lo itu crybaby weak banget dikit-dikit nangis,1,codemixed
kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa,0,relabel
semangat apapun dalah dimata pembenci,0,relabel
"""monyet itu mengambil buah dari ranting rendah""",0,manual_augmentation
2:19 bocilnya pada nongol,1,
"Ini kantor apa tempat pembuangan sih?\nAnjirr bau bangke bgt,,,, bgstt!'",1,fn_hatespeech_id
Si gembrod Wendy kurusan juga gak😂😂😂,1,
alhamdulillah maju berkah indonesia sabang merauke,0,
hallo td aku berselancar di twt ttg belanja di gmarket gitu trs nemu km pernah beli album di gmarket,0,dataset_research
"""warga desa memasang pagar untuk mencegah babi hutan masuk""",0,manual_augmentation
"""anjing saya tidur sambil memeluk boneka""",0,manual_augmentation
"Haahahaa.....bener bgt, gw benci bgt tuh kalo ngeliat ortu modelan begitu Soalnya gw tipikal yg kalo anak gw salah ya anak gw yg gw marahin, gw tegur, gw sidang",1,
J manusia sombong dan takaburrr...pasti ga lama tuh kena Karmanya...,1,
"""Matanya kayak katarak anjir AHAHAH""",1,tiktok_v2
cuma mau bilang 1 kata aja bang MANDI!,1,dataset_research
"USER Giliran disodorin fakta yg ada,cebong pd mingkem...ttep aja bgi cebong mau die sengsara jg dkung Dilan.otaknya udh terkontaminasi...gc bisa mikir waras'",1,fn_hatespeech_id
Ekspresi kaget pakai kata kasar itu lumrah di tongkrongan,0,fn_fp_reduction
"""kata kampungan di sini dipakai untuk desain rumah""",0,manual_augmentation
"girl support girl, tapi yg ini gk dulu",1,tiktok
"hello ka zize semangat untuk hari-harinya. jadilah dirimu di versi tebaikmu ka, tanpa harus memikirkan ucapan seseorang yg Tidak tahu dengan isi hatimu. ðŸ˜‡",0,tiktok_v2
sekarang yg dikerudungin mulutnya bukan rambutnya 😭,1,tiktok
malah keliatan lbh mudaan emaknya😳,1,tiktok
kamu cantik tanpa perlu validasi dari orang2 rese... 🥰,0,tiktok
SDM tinggi tp kayak SDM rendah plenger bgt..ikhh ampe boikot2 gtu..kasian bgt,1,
Not even A DAY AGO! HOLY SH-,0,
Real YouTube lol,0,
USER USER USER Udah Kodrat: PECUN-dang emg paling pinter cari alasan\xf0\x9f\x98\x82',1,fn_hatespeech_id
relawan yang sering bikin gaduh hingga demokrasi kita melorot,0,tiktok
selayaknya tkw pada umumnyaðŸ˜­ðŸ™,1,tiktok_v2
ci vilmei kalo sih yurika di bully bilang aja masuk karate aja biar gak ada gangguin yurika aku pernah di bully pas aku karate gak ada lagi yang gangguin aku,0,
zize anjjjj😭,1,tiktok
Inilah orang tua yang paling tolol giliran anaknya membully orang dia pura pura tidak tau saat orang tua si korban datang malah berkata namanya juga anak-anak,0,
ya allah kek anak yang masih batita kalau lagi marah manyunnya gemes hahaha,0,relabel
sudah tahu bangsat sudah tahu brengsek sudah tahu bajingan tetap saja,1,relabel
"""definisi minat ketemu bakat ketemu kerja keras""",0,tiktok_v2
saya sih pengennya naburin badan emak kamu babi kontol bacot kamu setan iblis kamu bangsat,1,relabel
"""Idihhhhh pantesan aja foto nya keluarin lidah kyk gtu. Trnyata tukang jilat?""",1,tiktok_v2
si tolol ada aja kelakuannya,1,dataset_research
ngedit ketiaknya sudah ya sampai ngeblur pisan putihnya kek cat tembok,1,relabel
"Akhirnya kena cahaya tata surya 😂😂ketemu bpknya podcast,tahta tertinggi nih ketemu om'dedi",0,
"""bajuku kelihatan norak kalau dipadukan dengan tas ini""",0,manual_augmentation
"Lebih sadis postingan Victor bodoh, JASMEV dan kecebong2 istana. JONGOS CINA MENJAMUR DI KEPOLISIAN",1,fn_hatespeech_id
YOUTUBE 1 HOUR AGO IN NEVER GONNA GIVE YOU UP COMMENTS?!?!?!?,0,
wkwkwkwk muka pikmi emang keliatan,1,dataset_research
MALU ANJIR MALUUU banget kalau gue jadi erikaaaðŸ˜­,1,tiktok_v2
"Ehh TAIK, Bangsat lo, Omongan elo kayak IwAn bopeng, yg MO potong leher TNI, Bangsat lo IwAn bopeng, baek2in TNI. TAIK LO,",1,fn_hatespeech_id
Yg buly yg kampungan,1,
"Jika kau tak bisa menghargai perempuan, setidaknya belajarlah menghargai dirimu sendiri.",0,tiktok
"Apesnya STY, keluar dari KFA, masuk ke PSSI, podo dene",1,
salah colok anjing,0,relabel
"Allah SWT tidak bisa diajak gaul Pak Lukman, sukanya dengar orang ngaji terutama ayat penggal kafir dan cocok2 penis",1,fn_hatespeech_id
USER USER Cebong banyak yg emosi....\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x85\xf0\x9f\x98\x85',1,fn_hatespeech_id
"Jangan hanya Sekolah yang diminta bertanggung jawab terkait Bullyingd sekolah, ini menunjukkan MORALITAS ANAK2 yang tidak baik. Pendidikan Karakter, Etika, Adab, berawal dari ORANG TUA DI RUMAH !!!!!",1,
jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu,1,tiktok
USER Jangan jangan otak makelar penjual asset negara apa maling asset negara ? \xf0\x9f\x91\x89USER pertamina di jual mau di isi TKA dari Tiongkok \xe2\x9d\x93#2019GantiPresiden \nURL,1,fn_hatespeech_id
Cuakszz,0,dataset_research
USER Kemenangan Anies Sandi seharusnya batal demi hukum,1,fn_hatespeech_id
Aku excited banget for the trip next month cant wait,0,codemixed
Money laundry ada di korea juga 😂,1,
monyet kecil itu digendong induknya,0,manual_augmentation
buka masker langsung zonk,1,dataset_research
"USER geng messi kntl. tapi rapopo deng, biar #Icardi &amp; #Lautaro cepet nyetel.'",1,fn_hatespeech_id
ga bagus tapi bisa di nikmati buat nonton 🙏🏻,1,
USER USER USER USER USER USER USER USER USER USER USER Sudahlah.. Loe Emang Bego.. krn Junjungan loe ngak sanggup lawan PT. FI.. krn sdh terlanjur jadi Babu,1,fn_hatespeech_id
"""Yaaaa yaaa kalo liat muka nya sumpah ngeselin banget dah?.oprasi dulu sono..biar gantengan dikit.. Dan kalo jln ke mall gk di kenal orng.""",1,tiktok_v2
menyesal saya ngestalk anjing bangsat,1,relabel
"mlah cuci tgn njirr,lil lilðŸ¤£",0,tiktok_v2
Seandainya Jend. Suharto tidak ada di tahun 1965 nasib bangsa indonesia bisa menjadi negara komunis ateis USER USER USER,1,fn_hatespeech_id
"USER USER USER USER Cebong emang tolol, klimaks dgn berita hoax'",1,fn_hatespeech_id
ABSOLUTE CINEMA,0,
"""Kasian kebelet artis tapi gak punya bakat""",1,tiktok_v2
KEREN BANGET ðŸ”¥,0,tiktok_v2
"""Miris banget? ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""",0,tiktok_v2
username wawan zzzzz memang artis tidak teman sedikit sedikit att hahaha curhat sosmed kampungan,0,relabel
"""tim peneliti mengamati monyet di kawasan hutan kota""",0,manual_augmentation
Basically kasus kriminal yang udh sering kita dengar😅 Dengan variasi cerita mereka sendiri,1,
Kamu tuh memang tidak ada artinya di sini,1,cyberbullying_1000
"Rambutnya sangat rambut, janda? ??",1,dataset_research
There's a reason this has over 600M views...,0,
Rela menjadi MUNAFIK hanya demi sejumput kenikmatan dunia apalagi membela PENGUASA ZALIM...!!!',1,fn_hatespeech_id
yang kecewa kamu rik,0,relabel
"bener ibu ini, yg namanya relawan, jurkam, tim pemenangan, timses, itu biasanya adanya di musim pemilu, ini pemilu sdh lewat masih aja ada projo. nanti dibilang cari panggung malah tersinggung, malah gak trima. ingat Kontestasi dan rivalitas sudah selesai !!! mari bersatu bangun negeri ini, jangan sibuk sendiri dengan organisasimu !!.",0,tiktok
USER USER Melayu hidang daging lembu pada tetamu Hindu pula? Di mana sensitiviti mereka?',1,fn_hatespeech_id
"Masak untuk teman-teman, senang bisa berbagi",0,cyberbullying_1000
cinta monyet anak anak lucu konyol perasaan cintanya tulus pakai modus,0,relabel
USER USER USER USER USER USER USER USER Klo kodok sma macan asia ya ga level laaah ....beda kelasss jauuuh....cma org2 dongoook dan dungu yg mengelu2kan kodok si munafik',1,fn_hatespeech_id
"""Gemeshh rasanya kaya aku pengen cubit""",0,tiktok_v2
alesha arti namanya dilindungi allah aamiin yra ya nak,0,relabel
Lo itu slow banget kayak snail otak lemot,1,codemixed
ini karena kamera atau apaa kok dark banget,1,tiktok
hai kak isyana ngefans sekali kak isyana suka lagu kak isyana lagu didalam jiwa,0,relabel
anak ini ngga ada wajah menyesal..insyaa Allah anak cucu keturunanku diberi akhlak yg baik adab yg baik dan penyayang kpd sesama..aamiin,0,
seharusnya di jelaskan juga kalau Guus Hiddink adalah pelatih KorSel pada saat Piala Dunia 2002,0,
USER USER jd mentri suharto homo kan?',1,fn_hatespeech_id
"“pengen belajar sama karakter ini” TAPI LO GA NONTON SERIAL NYA ABIDZAR, GIMANA LO MAU BELAJAR SAMA KARAKTER INI?!",0,tiktok
Score kamu di exam kemarin great banget keep it up,0,codemixed
sifat monyet yang gesit pintar monyet api penuh keceriaan optimisme semangat bareng bear brand,0,relabel
"komenn nya kenapa sii yaampunn, kulit orang indo ma emang ginii ih, ngapa pada ngebet putih sii, yg putih aja ada yg pengen tan skin",0,tiktok
"Ga cuma KFA nya yg plenger, yg Korean Badminton Association nya juga plenger sampe juara dunia An Se Young speak up kannnn. Intinya problematikkkkk, mirip2 lah kek Konoha.",0,
USER Najis sok banget jutek iyuuuh. Gua mau nyanyk aja..',1,fn_hatespeech_id
kau dah tak streak dengan aku pun,0,dataset_research
"""istilah kampungan dalam tulisan ini tidak diarahkan ke orang""",0,manual_augmentation
heran cowokpun ngebully sabar meldi,0,relabel
duda singgel tidak yang laki jaman setia menemani dunia akhirat amin good luck dewi persil sehat selalu dalam berkarya,0,relabel
"""monyet itu bergelantungan dengan ekornya""",0,manual_augmentation
Walid nak ela boleh?,1,tiktok
"masalahnya dia sudah diciptakan kekurangan, malah sifatnya kek binatang ngak membantu masyarakat",1,tiktok
Rasakan akibatnya skr.. Teriak pak Ahok Kafir dan penista agama ternyata Asma Dewi terlibat Korup dan Sarachen ... URL,1,fn_hatespeech_id
"Faktanya, banyak pendekatan properti saya adalah untuk bergabung dengan kelas investasi dll",0,dataset_research
"Ngobrol sama kakak, dapat nasihat yang bagus",0,cyberbullying_1000
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",1,fn_hatespeech_id
"""3 anjing 1 anjing berwujud manusia, 2 anjing asli tak ada perwujudan aowkwkw""",1,tiktok_v2
GIRING GANESHA PENGAGUM DIKTATOR JOKOWI,1,fn_hatespeech_id
ashanti bunda the best selalu belain support anaknya mskipun bukan anak kndung,0,relabel
"""Gtu aj dh kek anjg lo kang""",1,tiktok_v2
Tak usah menghujat orang jika dirimu belum sempurna. Lebih baik ngurusin rumah tangga sendiri ntar istri selingkuh anak berhamburan 😂dunia ini berputar,0,
Jgn kasih ampun...masukin penjara,1,
foto ketiga jablay murahan,1,relabel
"MataNajwaDebatJakarta Pak Anies sudah meninggalkan ketenangan dan ketulusannya dalam debat malam ini, mjd agitatif dan licik. semoga kalah kau anjing",1,fn_hatespeech_id
"kemarin pada muji2 si aki2 skrng pasti pada ngehujat habis2an , ga kagetlah🤣🤣",1,tiktok
sudah ngembang habis cowok meldi enak ya otak atik,1,relabel
"Gampangan banget sih jadi orang, baru dipuji dikit aja udah kaya mau ngasih kehormatannya aja haha TOLOL'",1,fn_hatespeech_id
USER Aamin mungkin bisa diawali dengan pilkada 2018 jangan pilih calon dari partai-partai pengusungnya. Puncaknya di #2019GantiPresiden,1,fn_hatespeech_id
itu menakutkan,0,dataset_research
"""Kak jerome kayak boneka tau hahah""",0,tiktok_v2
Sama aja kayak Indonesia suka menghujat kalau kalah😂,1,
kamu tahu tidak sih,0,relabel
NGAPAIN DIPENJARAKAN Ngotak lah!! Mereka salah apa coba sampai dipenjarakan,1,
Berarti 17+8 itu cuma angin lalu ya😢,0,tiktok
Ho Myung bo goblok juga kaya patrik,1,
cantik sih tapi BERTOMPEL kan agak2 gimana yah,0,dataset_research
"USER USER Soalnya dia budek kaya bolot Om... \nTuuh, kuping nya kotor seperti hatinya....'",1,fn_hatespeech_id
"USER haha memaki untuk melawan mah harus, drpd ditindas pemimpin munafik melindungi penista agama, dll. Agama no 1 (islam), taubat rot",1,fn_hatespeech_id
Saya menonton drama cinta bukanlah kristal dan percakapan anak -anak dengan ayah saya sekarang semua gadis n,0,dataset_research
"Natya bilang sesi 1 sedih yg pas kakek, sama saya juga..tp ternyata si kakek impostor kesel juga seh wkwkkw 😅",1,
Lo itu ungrateful brat mending dibuang aja,1,codemixed
"Melindungi pelaku bully sama aja mendukung pembullyan, karena logika ny nga ada efek jera. 😅 pasti kalo nga ada konsekuensi pelaku santai. Semoga yg ngatain sabar ke orang tua korban gw doain anakny di bully. Amin..... Sekarang gw tanya pake logika sama seluruh orang tua, seandainya hukuman pelaku bully cuma di maaf in aja hukuman ny.... Pertanyaan nya mending mana, anakny jadi korban bully atau jadi pelaku bully..? Jawab masing 2 ya..... kenapa gw bilang orang yg nahan2 ibu korban terus bilang sabar2 itu munafik. 😅",0,
"""monyet liar itu berlari ke arah pepohonan""",0,manual_augmentation
USER Heh poop onta ga boleh songong yaa',1,fn_hatespeech_id
USER USER USER USER USER USER USER USER USER USER USER Lebih tepat bani bangsat kali yak?\nOrg berbuat demi kebaikan dan ada alasannya di maki2.\nOrg goblok y,1,fn_hatespeech_id
"Amakny mukanya ny aj blagu bgt, laporin aj",1,
"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHH😂😂😂😂 ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",1,tiktok
bagus sih erick mutusin jessica ya karena erick kelakuan nya begituu coba liat jessica,0,relabel
"Semudah itu memberikan penghargaan,penghargaan di indonesia ga bergengsi sama sekali",0,
terserah lo dah mo ngomong apah??,0,dataset_research
Apakah ibunya terlihat seperti perilaku putranya?,0,dataset_research
bajingan subuh dapat chat orang lagi ngedumel gara tanda nya tidak ketik,1,relabel
"GUE PERNAH KETEMU ASLINYA ZIZE, CAKEPAN GUEEEE JAUHHHðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ASLINYA EMH LBH CKEP DRI VIDEO TP STANDARRRRR AJAAA",1,tiktok_v2
Males banget wajahnya......,1,
Gerceeeep bangeet slm dr Malaysia Akhirnya K Igun di Brownis,1,
"RT USER: gmw liat dm dr lu ah! udh tau gua nanya tentang apa, bolot\xf0\x9f\x98\xa9 USER'",1,fn_hatespeech_id
"mau komen, tp takut ??",0,dataset_research
udah tahun 2023 tuh muka blom diberesin juga,1,dataset_research
ingat kita gaboleh menghina ya teman teman,0,dataset_research
Sekarang seseorang adalah pelacur jika mereka memposting gambar toilet apa yang terjadi pada negara ini,0,dataset_research
mana pinter lagi??,0,dataset_research
"Hancur negara ini, hrsnya kalau mjd komisaris hrs benar2 mumpuni betul, untuk masuk mjd pegawai BUMN aja tes kemampuannya sangat berat sekali. Kok yg jadi pejabat setingkat Komisaris dari ordal yg tdk punya kemampuan, seluruh keluarga atau orang dekat Raffi Ahmad tdk ada kemampuan apa2 kok bisa, bisa membahayakan dan merugikan negara",1,
USER USER Banci Kaleng...\nKaleng kosong nyaring suaranya',1,fn_hatespeech_id
"""dekorasi aula terlihat kampungan dan terlalu ramai""",0,manual_augmentation
rambutnya kak modd bagussss hitam berkilauu,0,relabel
Hanya tertawa ??,0,dataset_research
heran saya mak username kenapa saja pakai ma an v pesbu r nya bederet skandal bertubi2 tidak malu nya muka tembok tidak faedah nya nonton acara yang si manusia kardus,0,relabel
"Gegara ini hubungan aku hancur anjir,film apaan sih lol😂",0,
Koréa itu RASIS manusia tidak punya adap,1,
USER USER USER Bedebah..teror psikologis agar pilih Jokowi,1,fn_hatespeech_id
Wkkwkwkw savage balesan2 komen2 kamu kakðŸ˜‚ðŸ˜‚ðŸ˜‚,0,tiktok_v2
RT USER Oh ini to cara memenangkan anies sandi kemarin pake saracen ya,1,fn_hatespeech_id
Kalo sy ttp sy kejar...tak perlu damai...kasusin..,1,
menikmati keluarga momen indah,0,relabel
Tasyi Kocaaak????,0,dataset_research
"Semua orang ngomongin lo di belakang, tau ga?",1,contrastive_dataset
orang yang tertawa untuk dosa,0,dataset_research
terbahak-bahak saya serius lucu sekali monyet,0,relabel
aura bumil nya kuat bgt ðŸ˜‚ pengalaman tmnku nikah dressnya rame bagian depan bgini karna udh hamil besar.,1,tiktok_v2
"harus nonton Alice in Borderland siih, gamenya lebih seru dan mematikan. Nggak ketebak gamenya apaan. Ada yg strategi, fisik, mental sama team. Jadi nggak bisa cuma keberuntungan!! Cepet nonton!!!",0,
Promosi toh 😑 udah dengerin serius ehhh malah promosi ☺️,0,
Saya berada di kampus untuk bertemu orang -orang yang setiap saat mereka takak Kono Sismei a,0,dataset_research
Alesan mereka apa ya bully timoty? Pdhl beda fakultas loh,0,tiktok
Jadilah seperti aku,0,dataset_research
"""warna cat itu terlalu mencolok dan terasa norak""",0,manual_augmentation
"""bego banget gue gak cek baterai dari tadi""",0,manual_augmentation
USER USER USER USER USER USER Bambang muka kontol!!! Loe hina ulama gue hajar!!! Dasar antek komunis...',1,fn_hatespeech_id
ada yang kotak tapi bukan adu2,1,dataset_research
?? Pintunya dibawa pulang,0,dataset_research
Cooooookkkkkkkk jiji kelelawar sesuatu nah terbuka malem2 godaan2,1,dataset_research
maaf ye muka kamu sudah jelek kaga sok selingkuh cakepan anjing saya noh,1,relabel
ai mirip banget sm gala,1,dataset_research
"""anjing golden retriever dikenal ramah pada manusia""",0,manual_augmentation
Temukan Redflag,0,dataset_research
@YouTube God dam YouTube manager trolling hard af rn . I am here before 100k likes . Tf bro also got a heart,0,
munafik sangat yang bicara curhat sosmed kampungan saya elu kitu keleusss wkkwkww mending mba via artis cantik bisa nyanyi la elu lebih kampungan wkwkwkwkw,0,relabel
saya kasih makan anjing saya pagi tadi,0,manual_augmentation
"Barusan dongo dongoin pemotor yg klakson bertubi2 padahal jelas lampu merah. ""Woy dongo! Brisik norak!"" \n\nPas nengok taunya temen SMP (--!)\n\nDia : Chaink?\n\n*aku nangis nganti metu eluh getih puteeeh~'",1,fn_hatespeech_id
"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""",0,tiktok_v2
"perasaan dulu dia putih bening gitu deh, inget banget pas dulu dia sekeluarga di undang ke brownis pas dia disuruh dance karna di kpo-pers, sumpah cantik banget,putih bersih bening juga",1,tiktok
USER USER USER USER USER USER USER USER Yg gubernur lama kebanyakan direcokin di demo demo orang Bodoh yg pake surban!!!!lah gubernur yg sekarang 8 bulan ngapain aja????cuma ongkang2 di kantor ka,1,fn_hatespeech_id
Goblok tenan \nMatane picek!!',1,fn_hatespeech_id
cantik kak becca,0,dataset_research
pantesan....orang luar seneng banget jadi pelatih di indonesia...biasa aj... klo kalah benci biasa aj...ga sampe kayak orang korea.....klo menang/seneng jadi raja luh cing...,1,
terima kasih inspirasi kamu,0,relabel
"Dari video ini bisa disimpulkan bahwa sebetulnya yang gak beres adalah KFA itu sendiri. Sudah gonta-ganti pelatih tapi permainan masih tidak bagus, karna tidak ada support dari KFA untuk memajukan pasukan Korsel ini. Malah pelatihnya yang menjadi kambing hitam..",1,
ini beneran? foto mama papa nya kok pas foto?,0,tiktok
ursulan yang satu ini emang beda,1,dataset_research
ilmuwan as mempelajari otak seekor monyet mengontrol tubuh monyet,0,relabel
buset anak ngen,1,dataset_research
Iiiii cantik banget mamariiiii😭,0,tiktok
Kita melarang ajaran komunisme namun disisi lain pemerintah membukakan pintu masuk nya wisatawan komunis besar-besaran ke negeri ini,1,fn_hatespeech_id
Jelek muka jelek akhlaq pula.,1,
USER Oi brengsek lo~ URL,1,fn_hatespeech_id
"USER USER \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82....dr kmrn sdh terbagak liat kebodohan km kok panas gmn. Sdh di blg klo berkata keadaan sendiri itu pd org lain. Di ulang"" . Dungu btl cebong ini. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x",1,fn_hatespeech_id
duh ngapain sih nnya KAMU PUNYA PACAR GAK!! mbak dia itu masih bocil please deh ga mendidik bgt pertanyaannya,1,
yaallah bagus btw salpok seprei monyet samaan kitaaaa,0,relabel
"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""",0,tiktok_v2
"Ya gimana, maen nya lambat ga ke tim Korea sebenarnya...son juga posisi nya jelek jarang pegang bola,..pantes ngamuk 😂",1,
Keinget Wednesday ? malam satu suro ?,0,dataset_research
"""aku merasa wajahku jelek karena belum tidur cukup""",0,manual_augmentation
USER serius ini rezim anti Islam?! Ga suka jokowi boleh tapi jangan ngajak2 umat Islam membenci jokowi! URL,1,fn_hatespeech_id
Hadir 12 Jam,0,
"Air wudhu lebih bagus ,alami. Aura muka lebih asli .cerah ,",0,
Semoga program ini 20 tahun. Kedepan dan menjangko seluruh indonesia,0,
Aku aja pas hyunju mati langsung ga lanjut nonton karena emg se freak itu,1,
Gw kira pssi doang yg plenger😭,1,
YouTube got Rick Rolled?!?!?!??!??!?!!?!?!?!??,0,
"kalau penyidiknya kompeten berarti seharusnya gaada masalah kan? jadi ini semua bukan masalah besar kecil wewenangnya, tapi kompeten atau tidak aparatnya?",1,tiktok
merinding liat mukanya,1,dataset_research
minimal kalo cowo u jelek liat dompetnya mba.. ini udh burik trs miskin awokwokw,1,dataset_research
"Bocah tolol kaya gitu mah gampar²in aja kaga punyak otak kek orang tua nya kaga di ajarin Adek atau sodara gua di gituin, gua tandain pelaku nya",1,
Tolol sia mah di halangan jenteing eta indung na,1,
Anak yang ga pernah dapet bimbingan akhlak dari orang tuanya. . Mang biadaaaab,1,
dia yg nyanyi gw yg malu ??,1,dataset_research
"udah ada temennya tuh zah, Jule sama nisaðŸ˜­",0,tiktok_v2
"""Ancur hidup lu kalau sama dia? Sumpah..""",1,tiktok_v2
Orang punya saksi anjing dikasus babi.. Tolol URL,1,fn_hatespeech_id
Film seri Teach you lesson mirip sama Film seri Thailand Girl From Nowhere the reset hanya bedanya Nano di panggil korban untuk membalas dendam sama murid yang suka bully atau sok berkuasa. Silahkan nonton Film seri Thailand Girl From Nowhere The reset.,0,
USER iya anjir dah bolot budeg lagi',1,fn_hatespeech_id
hujatan klean kasihan si listy kontrak nya di copot hujat dunia sangat kejam,0,relabel
bocil,0,
RT USER: Teriakin Ombusmin dan Ombusman Banci Kaleng....\n#OmbusdmanBanciKaleng URL,1,fn_hatespeech_id
RT USER USER USER USER USER USER USER Lebih baik mundur klo sdh ga sanggup makmurkan rakyat,1,fn_hatespeech_id
KEMBALIKAN SHELL DAN PERMUDAH SHELL BUKA CABANG DI SELURUH INDONESIA!!!!!!,0,tiktok
itu giginya pake kawat pager ya mba?,1,dataset_research
USER USER Wong kafir mana bisa baca ayat itu. Sotooooy lu fir.',1,fn_hatespeech_id
"USER USER USER USER \n\nCebong2 pekok. Mantap, om Tofa. Kita kerjain aja cebong2 dungu ini \xf0\x9f\x91\x8d\xf0\x9f\x98\x82'",1,fn_hatespeech_id
Aku Malah merasa engap denger yg lg ngomong ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,1,tiktok_v2
Uda terlihat dari wajahnya,0,dataset_research
U also got Rick rolled hehe,1,
"indikator nya semua ada di Jogja bang,kalau di Jogja masih adem ayem tidak bakalan pengaruh bagi mereka",0,tiktok
USER Gerombolan bani kampret',1,fn_hatespeech_id
"And whoever is seeing this, you didn't give up scrolling :) Great job!",0,
sutan lucu menggemaskan,0,relabel
"""ORANG INI TERLIHAT SANGAT SANGAT STRES DAN GILA""",1,tiktok_v2
ibu2 bapak2 nenek2 bawa kereta bayi diintip isinya anjing,0,relabel
Project kita finally done good teamwork everyone,0,codemixed
Sejauh saya berjalan sampai Dahlia baru saja memperhatikan labcoat dalam isak dinamis,0,dataset_research
gada yg mau endors skincare kah?ðŸ˜­,1,tiktok_v2
cantikk bangett semangat kaka ðŸ¥°ðŸ¥°ðŸ¥°,0,tiktok_v2
padahal arhan yang bantu sampe kaya gini,0,tiktok
lebih rendah untuk tolol gratis gratis,1,dataset_research
​ @uSamah63 statement paling gila,0,
cerdas ibu Siti Zuhro ðŸ‘,0,tiktok_v2
"Melakukan perbuatan baik hari ini, hati senang",0,cyberbullying_1000
Macanny yang sama,0,dataset_research
"panggilan ustad kelakuan kek bangsat, tapi udah ngga heran sih yang modelan begitu emang birahinya tinggi",1,tiktok
Bapak Infrastruktor... #2019GantiPresiden #2019GantiPresiden USER,1,fn_hatespeech_id
"Dulu waktu sy mts sy d bully, tas d coret2, d omongin ini itu, sy diem ga pernah ngadu k siapa2... Akhirnya sy masuk SMK org yg bully udah kerja jd ART d luar kota,. Pembalasan dr Allah ada aja,. Skrg klo bully jgn diem aja ya nak anak....",1,
Besok2 mbak Lala pengasuh Rafatar juga akan diajukan jadi direktur BUMN,0,
"""Gatau lagi, serasa nonton wtf beneran di jkt meski virtual and thankyouu for the performance kak syan! Selalu keren dan pecah! Tak pernah sekalipun mengecewakan""",0,tiktok_v2
Saya baru saja mengubah ban depan myvi sepasang RM 450 per malam,0,dataset_research
Wkwkwkwkw,0,dataset_research
gua liat ada sosok hitam pekat dibelakang ariel tatum😭,1,tiktok
gmn dgn etnis cina yg ada di indonesia? Imigran gelap jg kan?,1,fn_hatespeech_id
