Column1,Label,clean_text,String,encoded_label,new_label
1854,negative,gilingan mulan jalang lagi kasih ceramah hahahaha dasar cireng tidak tahu tidak ngaca si cireng lagi ceramah sok2 seperti pahlawan kesiangan biar berteman ama sekuter seperti selpii,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,0,1
1855,negative,ya pandangan tuhan kamu jelek sih saya perebut suami orang tuh mulia dimata tuhan,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",0,1
1856,negative,karena sejatinya kamu setan berwujud manusia karena pekerjaan setan ya menggoda manusia,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",0,1
1857,negative,tidak mba username baca netizen yang menyesal tidak bisa nimpuk telur si mulan saya saja tertawa bacanya karena terwakili ya ngapain buang2 waktu ketemu orang tidak mutu dengan si mulan masih untung nyempet2in bisa nuli biar nyadar tuh pelakor tidak harga mending ketemu orang baik2 seperti bunmai ketularan aura positifnya,Pernah ngga mba <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,0,1
1858,negative,editanx paraaaahh oplas saja laaah nyai daripada ngedit2 gn hahaa kan maluuu,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,0,1
1859,negative,jelek lecek bantet,"jelek,lecek,bantet ??????",0,1
1860,negative,gini pengen tenar ya ampuuun malu kalau anaknya yah kasihan,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,0,1
1861,negative,heran saya mak username kenapa saja pakai ma an v pesbu r nya bederet skandal bertubi2 tidak malu nya muka tembok tidak faedah nya nonton acara yang si manusia kardus,"Heran gw mak <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",0,1
1862,negative,wey orang goblok bedain vape shisha sama rokok kamu merokok pakai acara tidak ngaku,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",0,1
1863,negative,jijik liatnya kaya ulet bulu kluget2 begitu hihihi sampai sgitunya pengen terkenal,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,0,1
1864,negative,jablay anjir mukanya murahan bangetttt najisss,Jablay anjir mukanya... Murahan bangetttt najisss,0,1
1865,negative,username alycia iya sist jijik sekali saya liatnya sok suci ngatain orang kalau saya sih malulah artis papan otak tidak fikir kalau bicara ketauan sangat tidak ada wibawanya kalau memang nyadar tahu berkomentar manusia tidak ada yang,"<USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg",0,1
1866,positive,sabar yaa insya allah pembuka pintu syurga penghalang api neraka orang tuanya,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,10,1
1867,positive,lagu barunya mbak tata kisah rumah tangga mbak tata mbak tata benar-benar sayang get suaminya syukur baikan semoga awet,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,10,1
1868,positive,yang komen si mbak tidak sedih ketawa2 ya iyalah kalau sudah disakiti sama pasangan sampai berlarut2 ngapain sih sedih sampai depresi serahin sama allah saja bawa happy saja mski sakit si mba senyum2 wajahnya tetapi hatinya tahu senyumannya bisa jadi menetralisir kondisi hatinya yang lagi terpuruk pepatah bilang kalau bahagia jangan trllu bahagia kalau sedih jangan trllu sedih diimbangi saja biar tidak gila,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",10,1
1869,positive,suka sekali pasangan semoga gigi raffi keluarga sakinnah mawaddah warrahmah semoga pihak2 memisahkan jodoh maut memisahkan amin,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",10,1
1870,positive,jemima anak angkat celine eleeya anak hubungan celine dirly terharu tahu jemima anak panti asuhan rawat wajar stefen pilih celine karena hatinya,"Jemima kan anak angkat celine, eleeya anak hubungan celine dan dirly. Dan saya terharu saya tau kalau jemima adalah anak panti asuhan yang dia rawat. Dan wajar kalau stefen lebih pilih celine karna hatinya baik",10,1
1871,positive,lucu yang bilang stefan menghabiskn muda wkwk umurnya mah tidak muda mukanya saja yang baby face bersyukur bonus celinenya dulu mantannya begimane dibawah umur ude pacran mcam laki bini hiks selepas itu deh susah mengambil keputusan kaya stefan tipical cowok yang tnggung jwabnya,Lucu yg blg stefan menghabiskn masa muda wkwk.umurnya mah gak muda mukanya aja yg baby face. Bersyukur.bonus buat celinenya?? lah dlu mantannya begimane. Dibawah umur ude pacran mcam laki bini. Hiks. Selepas tu yakin deh susah mengambil keputusan kaya stefan. Tipical cowo yg tnggung jwabnya tinggi,10,1
1872,positive,yang bawa2 keenan raisa sudah berbahagia ngedapetin suami super ngemong mature kaya hamish raisa dewasa banding wanita seumurannya memikirkan jadi saya raisa hamish sama2 beruntung sepasang suami istri tidak tuh gagal move on so congratz raisa hamish semoga pernikahannya sakinah mawadah warahmah,Dan lagi ada yg masih bawa2 keenan ????. raisa udah paling berbahagia ngedapetin suami yang super ngemong dan mature kaya hamish. Raisa itu cukup dewasa di banding wanita seumurannya yang masih mikirin dirinya sendiri. Jd menurut gue raisa dan hamish sama2 beruntung bisa menjadi sepasang suami istri. Ga ada tuh gagal move on ???????? so congratz raisa dan hamish. Semoga pernikahannya sakinah mawadah dan warahmah,10,1
1873,positive,raisa cantik yaaa artis tidak menonjolkan kalau nikah tuh mewah sudah cantik sederhana sempurna sangat,"Raisa cantik yaaa, meskipun artis tapi ga menonjolkan kalo nikah tuh harus mewah, udah cantik, sederhana, sempurna bgt,",10,1
1874,positive,karena orang syudah cantik tidak dandan heboh untuk membuatnya cantik makeup simple begitu saja mempesona bikin hamish klepek2,"Karna orang yang syudah cantik, ga perlu dandan heboh utk membuatnya terlihat cantik.. dengan makeup yang simple gitu aja sudah mempesona?????? bikin hamish klepek2",10,1
1875,positive,bagus mencari ilmu di mana pun suaminya orang berpendidikan,Bagus dong.. mencari ilmu kapanpun dimanapun.. itu karena suaminya orang berpendidikan ????????????,10,1
1876,positive,sukak cewek cantik kmauan blajarnya,Sukak cewe cantik dan kmauan blajarnya tinggi ???,10,1
1877,positive,yaampun artis benar benar good attitude layak panutan saja kuliah negeri tetapi karena baktinya suami pilih kuliah wilayah suaminya salut sekali,"Yaampun ini artis bener bener good attitude yang layak jadi panutan. Dia kan bisa aja kuliah di luar negri. Tp karna baktinya sama suami , dia pilih kuliah di wilayah dekat suaminya . Salut banget",10,1
1878,positive,semangat batman username va support karena manusia kesalahan tolong bahas pliis karena sudah 2,"Semangat batman <USERNAME> kita VA selalu support kamu karna setiap manusia pasti pernah punya kesalahan ???????? ,, dan buat yang lain tolong jangan di bahas lagi pliis karna itu udah 2 tahun yang lalu ????",10,1
1879,positive,username y sudah salam kenal y mbk senang kenal sama mbk sebagai manusia ingatkan y sebagai manusia harus tahu jangan sombong yang digedein mentang2 sudah jadi artis haha y sudah mbk cabut ja y dari komen di foto ni nnt jadi korban dia sel,<USERNAME> y udh .salam knl y mbk seneng bisa knl sm mbk. Sbagai manusia kita saling ingetin.y sbagai manusia kita hrs tau diri jgn sombong yg digedein mentang2 dah jd artis haha..y udh mbk kita cabut ja y dri komen d foto ni nnt kita jd korban dy sel,10,1
1880,positive,keren yaaa kesederhanaannya terpancar sukak sama keluarga presiden,"keren yaaa, kesederhanaannya terpancar jelas. sukak sm keluarga presiden ini??",10,1
1881,positive,presiden embel gelar bangga,"Seorang presiden tanpa embel"" gelar .. bangga sekali",10,1
1882,positive,proud of you indonesia god bless indonesia,Proud of you Indonesia. God bless Indonesia,10,1
1883,positive,amazing sangat miss national costume kereenn bangga ama budaya indonesia,Amazing bngt Miss National Costume. Kereenn!! Bangga ama budaya indonesia ????,10,1
1884,positive,bangga pastinya,Ikut bangga pastinya ??,10,1
1885,positive,proud of you kak dea patut dibanggakan,PROUD OF YOU KAK DEA. Sangat patut dibanggakan??,10,1
1886,positive,suka sangat sama pidatox dia pembawaanx begitu elegan n brwibawah pntas memang dia mdptkan salut,Suka bgt sm pidatox dy cara pembawaanx bgtu elegan n brwibawah pntas mmg dy mdptkan.salut,10,1
1887,positive,percaya kak niki orangnya jujur semangat kak niki hebat,aku percaya kak niki orangnya jujur semangat kak niki???? hebat,10,1
1888,positive,username m mba saya juga tidak benci nikmir salut ama tidak muna artis maaf image saja depan sok sok teraniaya n jual air mata nikita real sygnya msyarakat cendrung yang yang superfisial,"<USERNAME>.m sama Mba! Gua jg ga bisa benci Nikmir. Salut malah ama dia ga muna! Artis lain maaf image aja di dpan, sok baik, sok teraniaya n jual air mata. Nikita ini real.. sygnya msyarakat kita cendrung yg dilihat apa yg ada di superfisial",10,1
1889,positive,cantik alami bedak tebel gaya bak tante2,cantik alami tanpa perlu bedak tebel dan gaya bak tante2,10,1
1890,positive,cantik gagah mudahan lancar dampe h,Cantik dan gagah mudahan lancar dampe hari h,10,1
1891,positive,cantik penampilannya dewasa sesuai mukanya cantik indonesia classy ayu ayu gimana begitu,"Cantik yang ini dong,penampilannya dewasa yang sesuai. Mukanya cantik Indonesia,classy. Ayu ayu gimana gitu.",10,1
1892,positive,lcb cantikk lcb beruntung dapat duren duren beuntung dapat neng lcb sakina mawaddah warahmah amin,"Lcb cantikk sangat??, lcb beruntung dapet duren dan duren pun beuntung dpt neng lcb. Sakina mawaddah warahmah Amin",10,1
1893,positive,ganteng berseragam ganteng panutan keluarganya semoga anak memiliki fisik elok mahluk allah ni,"dia ganteng tidak hanya saat berseragam, tapi ganteng saat menjadi panutan keluarganya.. semoga anak saya memiliki fisik yang elok macam mahluk Allah ni",10,1
1894,positive,beruntung sekali deh mba username dapat mas username ganteng sholeh sayang keluarga suami idaman sekali semoga keluarga samawa,"Beruntung banget deh mba <USERNAME> dapet mas <USERNAME>. Ganteng,baik,sholeh,sayang keluarga.ini suami idaman banget.semoga selalu menjadi keluarga yang SAMAWA",10,1
1895,positive,semoga mas agus pemimpin salah pemimpin yang sukses sukses dalam memimpin dalam rumah tangga,Smoga mas Agus menjadi pemimpin di masa akan datang.salah satu pemimpin yg sukses adalah dia sukses dlm memimpin dlm rumah tangga,10,1
1896,positive,dear bapak username cara berpakain bapak mencerminkan kepribadian bapak yang sangat lembut tetapi gagah semoga bapak username kelurahan dalam lindungan allah swt salam hormat dari yang mengagumi bapak,"Dear...Bpk <USERNAME> cra berpakain bpk sangat lah mencerminkan kepribadian bpk yg sngt lembut tpi tetap gagah semoga bpk <USERNAME>&kel selalu dlm lindungan allah swt, salam hormat dri saya yg selalu mengagumi bpk :-)",10,1
1897,positive,sukses kak ayu semoga senantiasa naungan allah swt sehat amin,"Sukses terus kak ayu dan semoga selalu senantiasa dalam naungan Allah SWT, dan sehat selalu amin...",10,1
1898,positive,semoga kesehatan umur yah nek muda sekali cantik mashaallahhh,"Smg selalu di berikan kesehatan dan panjang umur yah nek ,muda banget cantik dan MashaAllahhh",10,1
1899,positive,terima kasih username keluarga memilih plataran darmawangsa acara keluarga staff plataran darmawangsa terkesan menunggu kedatangan keluarga sehat keluarga amin amin ya rabbi,Terimakasih Ibu <USERNAME> serta seluruh keluarga telah memilih Plataran Darmawangsa sebagai tempat acara keluarga Besar. Saya selaku bagian staff di Plataran darmawangsa sangat terkesan dan sangat menunggu kedatangan Ibu dan keluarga di lain waktu. Sehat selalu Ibu dan keluarga. Amin amin ya rabbi,10,1
1900,positive,salam dirgantara terima kasih mendukung menyebarkan awareness terkait program pesawat r80 semoga momen emas titik kebangkitan industri pesawat terbang indonesia berjaya eyang habibie yuk satukan langkah terbangkan pesawat r80 langsung klik link bio yaaa,"Salam Dirgantara! Terima kasih telah mendukung dan menyebarkan awareness terkait program pesawat R80. Semoga momen emas ini menjadi titik awal kebangkitan industri pesawat terbang Indonesia agar kembali berjaya. Bersama Eyang Habibie, yuk kita satukan langkah terbangkan pesawat R80. Caranya? Langsung klik link di bio kami yaaa ????",10,1
1901,positive,semangat ya eyang habibie sehat dalam lindungan allah ambisinya kuat dalam kereeeennnnn semoga banyak penurus2 bangsa seperti eyang habibie,"Semangat ya eyang habibie, sehat selalu, selalu dlm lindungan Allah, ambisinya selalu kuat dlm melakukan segala hal. Kereeeennnnn. Semoga bnyk penurus2 bangsa sprti eyang Habibie ????????????????????????",10,1
1902,positive,memiliki cucu2 kebahagian yang ternilai cucu sebagai generasi penerus bangsa,"Memiliki Cucu2 merupakan kebahagian yg tak ternilai, cucu sbg generasi penerus bangsa...",10,1
1903,positive,wahhh kerenn tempatnya bagus bernostalgia bersmaa keluarga,Wahhh Kerenn..... dan saat ini tempatnya semakin bagus Ibu. Kapan kapan Bernostalgia di sana lagi bersmaa keluarga ??????,10,1
1904,positive,cantik ganteng ganteng sehat bu ani sekeluarga,Cantik dan ganteng-ganteng. Sehat selalu untuk mereka dan Bu Ani Sekeluarga ????,10,1
1905,positive,barakallah cucu2 yang cantik ganteng semoga anak yang sholeh sholeha kebanggaan kelg,Barakallah dengan cucu2 yg cantik dan ganteng ... semoga menjadi anak yg sholeh dan sholeha ... menjadi kebanggaan kelg...????,10,1
1906,positive,bu username cucu bikin hati gembira ngangeni kadang kangen keceriaan salam kangen cucu2 tercinta,Bu <USERNAME>...cucu bikin hati kita gembira...ngangeni...kadang kangen sama keceriaan mereka...salam kangen buat cucu2 tercinta,10,1
1907,positive,lucu ganteng parah gede pinternya tidak ketulungan salam hormat bu,"Yang kecil lucu, yang tengah ganteng parah, yang gede pinternya ga ketulungan, salam hormat saya bu, pak",10,1
1908,positive,terima kasih sby ani yang menemani beliau kontribusinya yang indonesia 10 memimpin semoga bahagia sehat amin,Terima kasih pak SBY & ibu Ani yg selalu menemani beliau..& sudah memberikan Kontribusinya yg sangat Luar biasa kepada Indonesia selama 10 tahun memimpin..semoga selalu bahagia & sehat selalu..amin,10,1
1909,positive,caption kali membaca captionnya langsung belajar bahasa inggris terima kasih personal tidak mengenal anie tetapi betapa bangganya anak cucumu didik generasi bangsa mandiri unggul sehat semoga cinta kasih keluarga engkau tebarkan,Setiap caption yang di buat ibu..dan setiap kali saya membaca captionnya secara tidak langsung saya belajar bahasa Inggris ... Terima kasih ibu... Secara personal saya tdk mengenal ibu Anie tp saya yakin betapa bangganya Anak Cucumu bisa kamu didik ibu menjadi generasi bangsa yang mandiri dan unggul ... Sehat terus ibu .. Semoga Cinta Kasih dalam Keluarga selalu engkau tebarkan untuk mereka ...,10,1
1910,positive,assalamualaikum terhormat salam sekeluarga banda aceh membanggakan keluarga membahagiakan nya sikap etika perilaku keluarga sungguh bijaksana mas agus suami mencalonkan presiden beliau bangga salam hangat perkenalan keluarga ya bu darmanto rapi photo studio,"Assalamualaikum ibu yang terhormat. salam dari kami sekeluarga di banda Aceh. kami semua sangat membanggakan keluarga ibu yang sangat membahagiakan kami bila melihat nya. sikap etika perilaku keluarga ibu sungguh sangat bijaksana apalagi mas agus, ibu.. suami saya terlebih lagi sangat yakin pada saat bapak mencalonkan diri jadi presiden dulu beliau sangat bangga pada bapak salam hangat dan perkenalan dari keluarga kami ya bu (Darmanto Rapi photo studio)",10,1
1911,positive,senang liat n bapak sby menikmati tua brsama cucu tercinta sehat terus ya memo n pepo allah swt melindungi memo n pepo n kelurahan kisss,"senang liat ibu n bpk sby menikmati hari tua brsama cucu tercinta ,, sehat trs ya memo n pepo ,,, Allah SWT melindungi memo n pepo n kel #kisss",10,1
1912,positive,semangat mebangun indonesia yang maju jokowi,Semangat mebangun indonesia yg lebih maju pak jokowi ????,10,1
1913,positive,artis berkualitas wajahnya itulohhh berkualitas sangat hihi cantik bangetsss top deh tidak pakai drama gimick idupnya hihi tajir tetapi sederhana,"Artis berkualitas, wajahnya itulohhh berkualitas bgt hihi.. Cantik bangetsss.. Top deh.. Ga pake drama dan gimick idupnya hihi.. Tajir tp. Sederhana",10,1
1914,positive,mba via sptnya siyok kejamnya dunia artis an mudah2an tetap sabar tetap berkarya dengan,Mba via sptnya siyok melihat kejamnya dunia per artis an... mudah2an tetep sabar tetep berkarya dg baik... ????,10,1
1915,positive,suka via orang nya jujur kaga gimmick2an hidupnya hitam ya hitam putih ya putih kalau bicara blak2an kalau tidak suka dia bicara jadi tidak pura2 saya sekali sih tidak munafik seperti ajaran orangtua saya suka senyum kepalsuan tidak kaya artis yang onoh noh yang mulutnya lebar kya gorong2 tukang ngibul munfik sangat kalau wartawan juga perilaku ama omongan tidak balance,"Selalu suka sama via,org nya jujur apa adanya kaga gimmick2an hidupnya..hitam ya hitam,putih ya putih..kl ngomong blak2an,kl ngga suka dy ngomong jd ga pura2(gw banget sih),apa adanya ga munafik..sprti ajaran ortu gw..jangan suka memberi senyum kepalsuan????ga kaya artis yg onoh noh yg mulutnya lebar kya gorong2,tukang ngibul,munfik bgt kl ditanya wartawan jg jawabnya,perilaku ama omongan ga balance????",10,1
1916,positive,go a head via cuekin saja sudah pergaulan dunia kerja masyarakat pergaulan ertong yang gatal bin sirik kalau liat orang sukses anggep saja kuman tidak dibikin status kesenengan bahan ngetawain tidak,"Go a head Via...... Cuekin ajalah, udah biasa itu dalam pergaulan dunia kerja dan masyarakat biasa, apalagi pergaulan ertong. Pastilah ada yg gatel bin sirik klo liat orang sukses, anggep aja kuman gak usah dibikin status, malah kesenengan mereka ada bahan buat ngetawain. Betul nggak?? ??????",10,1
1917,positive,gagah kali abang borisq kalau tidak baca nmx bner2 tidak ngeh kalau itu bang boris,Gagah kali abang borisq ini.. Klo gk bc nmx bner2 gk ngeh klo it bang boris...??,10,1
1918,positive,weewww bangga kali aku liatnya bang username pakai baju adat karo syip,Weewww bangga kali ak liatnya bang <USERNAME> pake baju adat karo.... Syip,10,1
1919,positive,bagus sekali baju pengantinya happy weding,Bagus banget baju dan pengantinya happy weding,10,1
1920,positive,masyaallah bagus sekali,MasyaAllah . bagus banget ..,10,1
1921,positive,gileee suaraaanyaa kereen parah sukak,Gileee suaraaanyaa.. kereen parah.. sukak,10,1
1922,positive,keren dari penyanyi aslinya,Lebih keren dr penyanyi aslinya,10,1
1923,positive,kereeeeeeeeeeeeeeennn sampai merinding brrrrr,Kereeeeeeeeeeeeeeennn sampe merinding brrrrr,10,1
1924,positive,yatuhan suaranyaaaaaaa bagus bangetttttttt,Yatuhan suaranyaaaaaaa bagus bangetttttttt,10,1
1925,positive,keren suaranya super merdu coba audisi nyanyi bakatnya bisa tersalurkan,"Keren suaranya super merdu. Coba ikut audisi nyanyi, pasti bakatnya bs tersalurkan",10,1
1926,positive,bagus daripada artis yang modal tampang saja padahal suara jelek lebih baik mas yang nyanyi memang dasar nasib orang yak tidak yang tahu semoga masnya sukses,Bagus drpd beberapa artis yg modal tampang doang pdhl suara juga jelek. Mendingan mas ini yg nyanyi. Emg dasar nasib org yak gk ada yg tau. Semoga masnya bisa sukses,10,1
1927,positive,dgrin sampai bulu kuduk saking bgusnya masyaallah apik sangat suaranya,"Dgrin ini sampe bulu kuduk naik saking bgusnya, masyaallah apik bgt suaranya",10,1
1928,positive,subhanallah tergetar hati dengar suara nya,Subhanallah tergetar hati dengar suara nya,10,1
1929,positive,allah suaranya bagus sekali cantik orangnya idaman cowok,Masa allah suaranya bagus banget cantik lagi orangnya idaman semua cowo,10,1
1930,positive,bagusss suaranya penampilannya sesuai anak sekolahan natural sesuai usia nya,"Bagusss suaranya, penampilannya juga sesuai anak sekolahan, natural dan sesuai dengan usia nya",10,1
1931,positive,kerennnn suaranya bagus,Kerennnn suaranya bagus,10,1
1932,positive,cantik polos kelihatan berbakat semoga sudah tenar gek selebgram tidak kaya2 si mba novilda ya dek yang kehilangan arah tetaplah cepat tumbuh dewasa asahlah bakat allah bless you both,"Cantik, polos, apa adanya tapi keliatan berbakat. Semoga kalau udah tenar gek jadi selebgram, kalian ga kaya2 si mba Novilda ya dek yg kehilangan arah. Tetaplah begini,jangan cepat tumbuh dewasa dan terus asahlah bakat kalian, Allah bless you both.",10,1
1933,positive,bagus iniii tidak kaya yang ingin terkenal rambut alus2in dulu muka makeup dulu biar dikamera keren hahaha kalau benar benar kelihatan lagi lelahnya habis pulang sekolah,"Bagus iniii, ga kaya yg pingin terkenal, rambut di alus2in dlu. Muka di makeup dl. Biar dikamera keren hahaha. Kl mereka bnr bnr keliatan lg lelahnya abis pulang sekolah ????",10,1
1934,positive,ulang berkali kali sampet tidak percaya kalau suara aslinya bagus sangat,Di ulang berkali kali sampet gak percaya klo ini suara aslinya. Bagus bgt ??,10,1
1935,positive,alhamdulillah kidz zaman niw yang berkarya sewajar seumurannya yang sok gede,Alhamdulillah masih ada kidz zaman niw yg berkarya sewajar seumurannya bukan yg sok gede,10,1
1936,positive,aduhh kerennnn suaranya enak nge jazz2 gimanaa begitu muka mah saja nanti kalau sudah tenar muka mengikuti hahahahahaha skill dulu nomor 1 batu abege jaman now,aduhh kerennnn suaranya enak . nge jazz2 gimanaa gtu . muka mah belakangan aja . ntr klo udh tenar juga muka mengikuti hahahahahaha . skill dlu nomer 1 . ini batu abege jaman now ????????,10,1
1937,positive,kereeen nih enak sangat didengernya tidak bosan putar ulang2 yang lipsing2 tidak jelas joget2 begitu,Kereeen nih...enak bgt didengernya...gak bosen puter ulang2...daripada yg lipsing2 gajelas joget2 gtu...,10,1
1938,positive,waduuhhh kereeen bangeeet dedek2 emeesh,waduuhhh...Kereeen bangeeet dedek2 emeesh,10,1
1939,positive,kalau sih yes bingits coba ya seandaix anak2 video seperti gini video kreativ bagus dripda video mesum ngelem dan lain lain yang berbau negativ bikin dosa maluin orangtua,Klo aku sih yes bingits...coba ya seandaix anak2 buat video sprt gini atau video kreativ lainnya kan bagus dripda buat video mesum..atau ngelem dll yg berbau negativ bikin dosa dan maluin ortu dan diri sendiri,10,1
1940,positive,bagussss dandannya natural tidak permak mirip anak jaman now,Bagussss + dandannya natural ga banyak permak kayak anak jaman now lainnya ????????????,10,1
1941,positive,kereeeeennnn nyanyinya santai sekali,Kereeeeennnn padahal nyanyinya santai banget ????????????,10,1
1942,positive,polossss keren tidak neko2 kayaknya jossss,Polossss...keren....ga neko2 kayaknya...jossss,10,1
1943,positive,yesssssss bagus sangat kids jaman now yang yang diksh jempolllll,Yesssssss !!!!! Bagus bgt !!! ?????? Kids jaman now yg begini yg diksh jempolllll ????????,10,1
1944,positive,wajah2 anak skul sangat yaakk mase alami sangat suka liatnya lagu ma suara keren palg yang pakai bando suaranya mantap,Wajah2 anak skul bgt yaakk mase alami bgt suka liatnya ???? lagu ma suara keren palg yg pake bando suaranya mantap ??????,10,1
1945,positive,keren suaranya dasarnya cantik tinggal poles sedikit bersinar,Keren suaranya dasarnya cantik tinggal di poles dikit bersinar??????,10,1
1946,positive,pembagian suaranya pas sangat pecah suaranya juga cakap,"Pembagian suaranya pas bnget,pecah suaranya jg cakep",10,1
1947,positive,keren sangat suaranya tinggal dipermak saja biar tambah cantik viralkann,keren bgt suaranya.tinggal dipermak aja biar tmbh cantik.viralkann....,10,1
1948,positive,kereeeennnnnn suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa,Kereeeennnnnn... suaranyaaahh okkeehh ketjeeehh badaaiik ughllaaaallaa..,10,1
1949,positive,yes yes yes kirain lypsinc habisnya sih suaranya eh pas dua2nya nyanyi bareng ngeh asli kereennn,"Yes yes yes..kirain lypsinc habisnya mirip sih suaranya,eh pas dua2nya nyanyi bareng baru ngeh asli..kereennn",10,1
1950,positive,keren yang bakat nanti juga kalau sudah jadi artis duit mukanya cemerlang,Keren yg penting punya bakat dulu ntar jg klo udah jd artis banyak duit mukanya bisa cemerlang,10,1
1951,positive,keren min orang2 yang berbakat kaya gini yang up publik,Keren min orang2 yg berbakat kaya gini yg harus di up ke publik????????,10,1
1952,positive,kereeen sangat suaranya seperti gini kids jaman now,Kereeen bgt suaranya. Nah kyk gini dong kids jaman now...??,10,1
1953,positive,mrinding bagus poll di jaga ya dek kepolosannya jangan smpek seperti si aw2 dkk,mrinding... bagus poll... d jaga ya dek kepolosannya... ???? jng smpek kyk si aw2 dkk.. ??????,10,1
1954,positive,kereenn sumpaah kebangetan bagusnya,"Kereenn sumpaah,, kebangetan bagusnya..??",10,1
1955,positive,ya ampun lakikny ganteng rini nya cantik mungil sekarang,Ya ampun lakikny ganteng. Rini nya juga cantik. Mungil pula skrg.,10,1
1956,positive,suaminya swett keliatannya sayang sangat ma istrinya ganteng haaaaaaa so swett semoga langgeng slluÃ¶,"Suaminya swett... keliatannya syg bgt ma istrinya, ganteng lagi... Haaaaaaa ?? so swett lah... Smg langgeng slluÃ–",10,1
1957,positive,mbak rini hamil ya selamat ya mbak semoga kandungannya sehat saja mbak rininya bahagia hamil semoga lancar proses persalinannya,"Wah Mbak Rini hamil ya ?? Selamat ya mbak semoga kandungannya sehat"" aja & juga mbak rininya , makin bahagia di hamil yang pertama , dan semoga lancar di proses persalinannya nanti ????",10,1
1958,positive,kasihan anaknya jangan sampek anaknya rusak jugak kek emaknya yaa,"Kasian anaknya,, jgn sampek anaknya rusak jugak kek emaknya yaa",10,1
1959,positive,kalau pasangan cantik ganteng suka deh liatnya,Kalo pasangan cantik + ganteng suka deh liatnya?,10,1
1960,positive,hamil selamat ya mbak sandra semoga kehamilannya sehat fit semoga lancar prosesi persalinannya sudah calon nih,"Wah akhirnya hamil lagi juga. Selamat ya mbak Sandra semoga kehamilannya makin sehat"" saja , makin fit dan semoga lancar di prosesi persalinannya nanti. Wah udah jadi calon ibu nih",10,1
1961,positive,ikutan happy sukakkk sangat sama nih couple salah pasangan sempurna saya,ikutan happy....sukakkk bgt sm nih couple...salah satu pasangan sempurna menurut gw,10,1
1962,positive,lihat infotainment nikah waktu persiapannya jelang pernikahan sandra dewi bilang kalau calon suaminya pengen sekali cepat anak habis menikah karena suka anak sudah prepare program2 yang lakukan kalau dalam waktu belum dikasih anak but finally congrats semoga lancar sehat terus sampai lahiran,"Pernah lihat di infotainment sebelum nikah, wkt ditanya persiapannya jelang pernikahan, sandra dewi bilang klo dia sama calon suaminya pengen banget cepat punya anak nanti hbs menikah, krn mereka suka anak kecil, bahkan mereka sdh prepare program2 yg akan mereka lakukan klo dlm wkt dekat blm dikasih anak, but finally...congrats...semoga lancar dan sehat trs sampe lahiran ??????",10,1
