No;komentar;label;e
1370;Enak emang jadi Lurah, Camat, Bupati, Walikota bahkan Gubernur. Jalan rusak yg salah Presiden sama Wapres ðŸ˜…ðŸ˜‚ðŸ¤£;1;
1371;Lah bupati gubernurnya ngapain aja itu;1;
1372;bingung kan jawab nya;1;
1373;Pemecah Belah Bangsa.;0;https://www.instagram.com/p/DQqga2kEdVI/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1374;Kalah memang menyakitkan;1;
1375;Serius tanya... Orang ini siapa ya?;1;
1376;Jangan ingin terlihat pintar ataupun bijak kalau dengan cara menjatuhkan orang lain;1;
1377;Siapa yg lepasin dari kandang woy;0;
1378;Pemikiran yang kelihatan benar tapi menyesatkan. Jalan Tol hanya dinikmati orang2 yang punya mobil, yang tidak, tidak bisa menikamati. Suramadu hanya untuk orang surabaya dan madura, KAI hanya orang jawa. Semua proyek nasional di kerjakan step by step. Wah hati2 dengan sengkuni.;1;
1379;Masuk akal juga...;1;
1380;Pemikiran macam apa ini ðŸ—¿;1;
1381;Pemikiran yang kelihatan benar tapi menyesatkan.Jalan Tol hanya dinikmati orang2 yang punya mobil,yang tidak,tidak bisa menikamati.Suramadu hanya untuk orang surabaya dan madura,KAI hanya orang jawa.Semua proyek nasional di kerjakan step by step.Wah hati2 dengan sengkuni.;1;
1382;Ngaca pak ngaca ampun, kalo mikir begitu dari dulu infrastruktur di pusat terus yg bagus, tapi daerah lain tertinggal, ga mikir kesitu juga kah ? ðŸ˜‚;0;
1383;The Real pemecah belah bangsa;0;
1384;Selama bapak jabat apa yg udh dibuat Monas sampe skrg belum selesai sprtinya;1;
1385;Diem Pak Diem...;0;
1386;Ngga pak saya merasa tidak ikut membayar;1;
1387;Berisikkkkkk ðŸ¤®;0;
1388;mending diam gatau malu;0;
1389;Anda ini berbahaya sekali;0;
1390;Itu mungkin dianggap prestasi;1;https://www.instagram.com/reel/DQGg93ckRMd/?utm_source=ig_web_copy_link
1391;Sebobrok inikah?! Sungguh sangat miris;1;
1392;Owh pantas mereka berlomba-lomba melakukan kejahatan ternyata bisa naik pangkat;0;
1393;Gantiin tugas iblis semua;0;
1394;Oh sangat berprestasiðŸ™Œ;1;
1395;Setan aja hormat sama kelakuan kaya gini mah;0;
1396;Makin biadap makin berprestasi;0;
1397;Anak istri dan keluarga besarnya pasti bangga;0;
1398;Titik terendah seorang sipil adalah menjadi polisi;0;
1399;Negeri ini tidak kekurangan org pintar.. tapi kurang org jujur.;1;https://www.instagram.com/reel/DOlqRN9kotD/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1400;Taukan knp undang-undang perampasan aset sampai hari ini ngga di sahkan;1;
1401;wah makin seru ðŸ”¥ðŸ”¥ðŸ”¥;1;
1402;Kerenâ¤ï¸â¤ï¸..... Bongkar sampai tuntas;1;
1403;Ini beneran? Kacau banget sistem dan pejabat negeri ini ðŸ˜©;1;
1404;Jangan percaya berita dari sumber si sakit hati. mereka inginkan kekacauan makanya bikin berita yg belum valid lagi.;0;
1405;Sita semuanya;1;
1406;Rusak;1;
1407;Ngga ada masalah kok...jelas , mudah difahami dan berhati hati..;1;https://www.instagram.com/reel/DRbTcyBktAT/?utm_source=ig_web_copy_link&igsh=MzRlODBiNWFlZA==
1408;Bagus..ðŸ‘;1;
1409;Mending ngomong inggris ya ternyata wkwk;0;
1410;curi perhatian siapa?;1;
1411;Masih sepenggal2 gitu bacanya, kaku.;1;
1412;Good sih menurutku kalian aj suka merendahkn org diem;0;
1413;Bagus sih;1;
1414;Bagus kok;1;
1415;Tidak tahu Malu;0;
1416;Harus diakui bahasa inggrisnya bagus;1;
1417;tidak terbayang kalo dia beneran lanjut sama sapri, junho eunho jena yang sekorea itu harus liat kuda lumping terusðŸ˜­ðŸ˜­;0;https://www.tiktok.com/@kucingpintarid/video/7575931896132111634?is_from_webapp=1&sender_device=pc
1418;sekarang jule itu status istri safri.takutnya jule dengan alasan mau ketemuan dengan anaknya tanoa seizin Safri .lalu Safri menuduh jule selingkuh dengan mantan suaminya. saran saya jule kalau mau ketemuan bareng dengan Safri atau terang terangan .;1;
1419;gua lagi nangis aja reflek ngakak jirrrðŸ˜­ðŸ˜­ðŸ¤£ðŸ¤£ðŸ¤£;1;
1420;Kak sangking lucu nya aku gak bisa ngakak, malah ngikngikkkðŸ˜…ðŸ˜…ðŸ˜…;1;
1421;STOP MENTION KUDA LUMPING, masih tidak nyangka pikiran orang bisa pada sampe ke kuda lumping ðŸ˜­;1;
1422;dia sudah berani keluar lagi karna posisi dia sudah di gantiin sama inara;0;
1423;tidak bela inara tapi inara langsung klarifikasi dan tidak ada bukti apapun, cuma asumsi bininya aja. beda dengan jule yang sudah  terbukti vidio sudah kesebar kemana mana.;1;
1424;sekarang yg dikerudungin mulutnya bukan rambutnya ðŸ˜­;0;
1425;Dia hanya seorang ibu.. terlepas dari apa yang sedang terjadi dia tetap ibu dari trio Na.. Dan anak-anak juga butuhkan kasih sayang ibu..;1;
1426;kalo dia emg benar seorang ibu, gabakalan selingkuh dan gores luka dihati anaknyaa;0;
1427;biar in ya ges, tidak membenarkan prilakunya jule, tapi 3 anak nya butuh kasih sayang ibu nya ðŸ˜­;1;
1428;jule ga pake hijab malah jadi mirip kayak susternya trio na yg duduk di belakang ituu;0;
1429;untuk apa pakai hijab lagi, fefek nya udah gratis buat safri ramadhan;0;
1430; gak fresh ya mukanya;0;
1431;wajar guys belum 40 hari pasti emang masih berkeliaran arwahnya;0;
1432;si jule pasti di gosipin sama pegawai2 playtopia dan ibu-ibu di situ ðŸ˜…;0;
1433;didampingi ayah dan ibu sambung daehoon apakah ini tanda-tanda bisa rujuk? soalnya baru sidang pertama masih bisa ubah keputusan;1;
1434;Jule telah menambahkan inara rusli ke dalam grub;1;
1435;sejelek-jelek nya dia, dia tetap ibu yg bertaruh nyawa untuk melahirkan anak anak nya.;1;
1436;bapak nya daehoon hati nya luas banget ya, harus ngeliat dan ketemu anomali yang udah nyakitin anak laki laki nya dan ke 3 cucu nya ðŸ˜­ðŸ™ðŸ»;1;
1437;ini kalo tidak salah yang mohon mohon buat ketemu trio NA ibunya jule, soalnya bapa nya udah tidak mau tau, jule cuma di rayu sama ibu sambung daehoon, daehoon tidak mau ketemu sama jule soalnya sakit, terus perjanjian nya adalah sidang tanggal 2 nanti jule harus hadir kalo mau ketemu anak anak nya.;1;
1438;Pake bekas barangnya sijule awas ketularan kayak sijule buðŸ˜…;0;
1439;Seenggaknya daehoon tidak biarin anaknya benar-benar cuma di temenin jule, tapi ada ayahnya daehoon sama ibu sambungnyaâ€¦ menurutku itu udah hukuman jugasih buat jule karena tidak 100% dipercaya daehoon berarti untuk main sm anak-anaknya padahal dia ibunya;1;
1440;daripada gua dituduh tuduh tidak pake hijab,ya akhirnya gua tidak pake hijab beneran dong,daripada dituduh-tuduh terus;1;
1441;sumpah mertuanya baik banget masih mau nemuin cucunya sama ibunyaðŸ˜­ðŸ˜­;1;
1442;Mau dia jahatnya seperti mana pun dia tetap ibunya trio Na, yang mengandung, melahirkan mereka .. aku tidak membela jule, cuma mau sampe kiamat pun dia tetap ibunya, mereka tetap butuh sosok ibu di hidup mereka.. Semoga setelah ini trio Na tetap mendapat kasih sayang dan perhatian yg banyak dari jule, walaupun orang tuanya sudah gak bisa bersama lagi ðŸ’” daehoon emang best sih, masih mengesampingkan egonya demi anak-anaknya bisa quality time sama ibunya ðŸ¥º;1;
1443;beneran geleng kepala sampai hijab nya pun dilepas... sedih banget;1;
1444;aura pembantunya kuat bgtt;0;
1445;mulai banyak yang komen kasian,dia seorang ibu.guyss pake akal sehat no baperanðŸ˜„;1;
1446;Tau aja jule beritanya udah di geser inara, makanya nongol dari persembunyiannya.;1;
1447;brand-brand jangan sampai luluh gegara video ini, biar jadi pelajaran dia;1;
1448;semoga ada hikmah dari semua kejadian kemarin,,semoga jule bisa cepet dapat hidayah lagi;1;
1449;alah dulu pas msih jdi istri boro2 ðŸ˜‚;0;
1450;kenapa hawanya kayak ngerasa canggung gitu yaa;1;
1451;se tipis itu anjir badannya ðŸ˜­ðŸ˜­;0;
1452;padahal dulu keliatan high value gitu kan personal branding nya bagus eh sekarang malah down grade;0;
1453;ibu-ibu yang nungguin anaknya main di playtopia pasti pada ngegibahin jule ðŸ˜­ðŸ˜‚ðŸ™;1;
1454;ga bisa bayangin kalo trio na besar nanti lihat jejak digital ibu merekaðŸ¥º;1;
1455;oh itu jule? kirain baby sister barunya trio Na;0;
1456;plis gaes untuk asuh jangan sampe dihujat juga, biar itu jadi memori indah buat anak-anaknnya juga, gimaanpun dia tetep ibu trio na;1;
1457;setidaknya gue berharap dia bisa jadi ibu yang baik, meskipun anak2 itu harus ngerasin perpisaan orang tuanya di umur se kecil itu;1;
1458;muka nya jadi mirip sapri dahðŸ˜‚;0;
1459;Jule bener bener hilang arah;1;
;"""Kaka tidur yaa, udah pagi, gaboleh capek2""";1;
;"""makan nasi padang aja begini badannya""";1;
;"""yang aku suka dari dia adalah selalu cukur jembut sebelum manggung""";0;
;"""Hai kak Isyana aku ngefans banget sama kak Isyana.aku paling suka lagu kak Isyana itu lagu tetap didalam jiwa""";1;
;"""Manusia apa bidadari sih herann deh cantik terus ????""";1;
;"""@ayu.kinantii isyan skrg berubah ya:( baju nya nakal""";0;
;"""Gemesnya isyan kayak tango, berlapis lapis ciaaaa""";1;
;"""Makin jelek aja anaknya, padahal ibu ayahnya cakep2""";0;
;"""Kok anaknya kayak udah tua gitu ya mukanya kk tasya""";0;
;"""Muka anak nya ko tua banget yaa.. GK ngegemesin GK ada lucu2nya""";0;
;"""Muka nya muka kolot wkwk bukan muka bayi2 lucu gt""";0;
;"""Udah gila sekarang ini orang wkwk, udah jomblo jadi psikolog ga laku, ya jadilah seperti itu""";0;
;"""Lo sintingnya udah tingkat dewa""";0;
;"""Sepertinya Lutfi setelah putus dgn salsa seperti orang stress""";0;
;"""ANAK TOLOL INI MULAI AKTIF YA BUND""";0;
;"""bisa mati aja ga? gedeg gua liat lu. ANJIM""";0;
;"""Woy Lutfi asu , sok asik Lo ANJING !""";0;
;"""Apasih kontol berantem aja lah ayo bngst @lutfiagizal""";0;
;"""Ibu kamu pelakor plus hamil di luar nikah ya? Pantesan anaknya kyk gini modelannya""";0;
;"""Anaknya udh pinter, maknya yang kelempengan.. berasa masih baby, tingginya azka aj melebihi mamanya..""";0;
;"""Anak yg cerdas terbentuk dr pola asuh sekaligus pola didik ortu yg cerdas pula sih pada saranya. Sesimple itu""";1;
;"""Setengah iri setengah jadi motivasi ini""";1;
;"""Ancur hidup lu kalau sama dia? Sumpah..""";0;
;"""serem banget muka lo mel kayak ayam potong merah banget""";0;
;"""Yaudah jd pengusaha kuliner aja gausah artis, makanannya emang bikin ngiler sih wkwkw""";1;
;"""Kamu emang cocoknya jadi pengusaha kuliner udah fixs. Semoha lancat terusssss""";1;
;"""Tak sejelek IMAGE Owner ya..? Artis ups bukan Artis? Hallo secara tidak langsung semua orang itu tau IMAGE lu jelek gentong!""";0;
;"""Apaan sih gak jelas hidupnya""";0;
;"""Sebelum aku Unfoll, aku mau bilang NAJISSSS""";0;
;"""muka lu sensual tapi norak kenapa dah""";0;
;"""Udah gk jaman ngebully orang hey netizen mending ngaca dari kekurangan sendiri""";1;
;"""Kalau pas penempatannya, sebenernya kamu imut banget loh mel.""";1;
;"""Cakep kaga jelek iya HAHAH""";0;
;"""jari jari kaki kayak jarinya tukang panggul""";0;
;"""Kakinya kek lagi hamil tua ya bun, semacam kaki gajah @ayuugsia""";0;
;"""Suka heran sama yg ngehina fisik,, ternyata bener ya kita semua pendosa dengan cara kita sendiri,,""";1;
;"""Ini diedit biar langsing padahal mah klo live bomber badannya""";0;
;"""Kakinya gedong sayyy kek kaki jantan? Upp kan dia suka berbaur ama warwerwor.. Mahluk astral.. Yg kakinya gedong""";0;
;"""Bagusan foto pakai masker drpd gak pakai masker""";1;
;"""@rosameldianti_ kakak foto sebelum ini. kenapa Memeknya Keliatan Tebal???? Memeknya kakak Lagi Bengkak yah???""";0;
;"""Bra nya kedodoran kak make ukuran gede yaa""";0;
;"""Nah ini cantik seneng. Usahanya membuahkan hasil. Semangat ya mel semoga menjadi pribadi yang lebih baik lagi""";1;
;"""mba bisa gk sih, kalau gk merem melek gitu matanya kaya orang cacingan""";0;
;"""Semoga lancar terus usahanya mel""";1;
;"""Cantik banget kalo meldi muka natural kek gini""";1;
;"""Lu diem aja cantik mel kalo ga banyak gaya serius""";1;
;"""Kaku kek kanebo kering hahaha""";0;
;"""Semakin glowing say? natural kayak gini bagus tambahin prestasi nya ya say""";1;
;"""Meldi, emaknya buka klinik totok aura kayaknya anaknya gak pernah ditotok ya? auranya gak keliatan yg ada malah butek""";0;
;"""Karena muka lo pasaran mel, di pasar sapi juga ada yang mirip noh""";0;
;"""Maap kalau gua sering nyamain lu sama dugong soalnya emang mirip""";0;
;"""Iya lo kamu mirip monyet mel""";0;
;"""Bagusan pantat panci aing atuh anjir""";0;
;"""Ya emang ga ada yang sama soalnya muka kamu sama dengan muka badak, muka beton, ga ada malu,,,""";0;
;"""Kok mbak meldi sekarang tambah cantik ya rahasianya apa..""";1;
;"""Lengannya gempal banget sih HAHA""";0;
;"""Fix yang komen semua nyela""";1;
;"""Udah ka gausah digubris gausah dipikirin. Bersyukur aja sama nikmat tuhan yang udah dikasih ke kaka. Gausah juga ngatain orang ka, tetep bersyukur atas nikmatnya""";1;
;"""Jari jari nya gede gede banget, apalagi pas ngiklan makan ikan danau hambar, jarinya kayak jempol semua hawak bener""";0;
;"""Jangan disamain muka @rosameldianti_ sama orang oi. Mintanya disamain sama babi""";0;
;"""Ga ada yang dibawah Meldi, semuanya setara, ada kekurangan ada kelebihan""";1;
;"""Ka mel gausah merendahkan orang lain. Bersyukur aja diatas langit juga masih ada langit lagi""";1;
;"""Mukanya kalau gak dibantu kamera dekil dan kumel""";0;
;"""Semua wanita cantik, jangan suka merasa lebih ah""";1;
;"""Meldi udah dapat kontrak endorse skincare ya tapi kok mukanya tetap jelek si?""";0;
;"""Gila Netizen pada sempurna ngehina orang terus""";1;
;"""Semua dah pada ngembang? habis di berapa cowo meldi?... enak ya di otak atik""";0;
;"""Karena muka kayak elo pasaran dan murah?""";0;
;"""Muka buluk kepedean lagi.. muka udah tua""";0;
;"""Muka lu kaya tai wkwkwk""";0;
;"""Sakit jiwa ini upil gajah? Kasihan""";0;
;"""Jelek macam buntut kuali hahaha""";0;
;"""Meldi tambah kurusan sekarang ya??? Cantik walaupun tanpa make up?""";1;
;"""Elu juga semoga semakinlebih baik dalam segala hal, terutama akhlak dan etikanya""";1;
;"""Mbak mell sehat dan sukses ya""";1;
;"""Aamiin. Doa baik juga untuk Meldi""";1;
;"""Selamat tahun baru mbak, semoga jadi pribadi yang lebih baik amin""";1;
;"""Meldi ini lama lama cantik loh tinggal dibenerin akhlak dan adabnya pasti makin sip""";1;
;"""Pengambilan fotonya sudah bagus mantap dan keren.. tinggal pengambilan ARWAH nya aja yang belum""";0;
;"""Nggak ada cantik-cantik nya hahaha""";0;
;"""Kasian editornya sih ini, nanggung dosa banget kayaknya ngeditnya offside gini""";0;
;"""Lama lama mirip dewi persik ya""";1;
;"""pada julid padahal kan meldi gak nyusahin kalian""";1;
;"""ini foto apa w masukin museum aja ya ga ada pantas2nya""";0;
;"""Nggak ngumpul bareng mami isa lagi kan kamu yang paling gembrot disana""";0;
;"""Lagu lu ga ada yang laku ya mel??""";0;
;"""Lututnya masih hitam gosok maning biar tambah cling dan cantik""";0;
;"""Suka heran sama warga +62 sukanya ngehujat orang mulu, dapat pahala kagak dosa mah iya""";1;
;"""Tambah cantik aja rosa meldianti""";1;
;"""Jadi diri sendiri, jangan jadi ular apalagi dugong""";0;
;"""Saya kok suka ya sama mereka harmonis""";1;
;"""Cantik banget kalau pakai baju kayak gitu""";1;
;"""Jujur ya kamu kalo anteng ga buat masalah cantik mel""";1;
;"""Cowoknya ga ada cakep cakepnya""";0;
;"""Di foto tirus.. Kalo di video wariorr kok mukanya kek donat gak ada bentuknya""";0;
;"""Dari sekian banyak foto yang diposting, ini yang paling cantik""";1;
;"""Artis abal-abal.. Muka putih tangan hitam? ager2 ATM nya udah isi berapa sekarang""";0;
;"""Itu muka kayak penuh tekanan banget""";0;
;"""@rosameldianti_ cowokmu wajah nya culun dan cupu kayak om2""";0;
;"""Masyaallah cantik terlihat sopan dan anggun""";1;
;"""Kang ojek kali belang tangannya""";0;
;"""Seneng liat pasangan ini cewenya di hujat 1 indonesia tapi dia tetep setia nemenin""";1;
;"""Dia memutuskan menjadi tumbal apartment""";0;
;"""makin cantik mel, semangat dietnyaa""";1;
;"""Itu tangan apa paha haha?.""";0;
;"""Mel disini kamu keliatan cakep""";1;
;"""Mukanya kayak lagi ngeden pas boker""";0;
;"""Aduuh.. terlalu halu.. hhahaha lebay editan nyaa lemak kemana lemak? hahhaaa.. mimpi ketinggian..""";0;
;"""salfok sama kaki, tapi cantik banget asli""";1;
;"""@_dy1412 buset cantik diedit aja mba, coba dah aslinya dah kayak buntelan kentut?""";0;
;"""atas bawah hitam putih, kek kopi luwak""";0;
;"""Palsu badane diedit semua tu, aslinya dimana2 lemak""";0;
;"""Udah dapat kontrak dari skincare ttp aja buluk mel""";0;
;"""heran sama netizen klo gk suka jangan diliat aja""";1;
;"""sukses selalu yah ka @rosameldianti_ semangat""";1;
;"""Jujur aku lebih suka meldi yang sekarang daripada yang dulu suka ngehujat orang""";1;
;"""sumpah aslinya muka lo lebar kayak baskom loh mel @rosameldianti_""";0;
;"""Berkarya teros meldi walo ga ada yg nuntun kamu.""";1;
;"""Astaghfirullah, seram sekali ya bun seperti ular jelmaan makhluk halus ya bun""";0;
;"""Dan yang paling saya heran cowokpun ikut ngebully, sabar meldi.""";1;
;"""Astaga? Ratu edit muka.. Sumpah seren kayak film setan2 gitu?..""";0;
;"""Matanya kayak katarak anjir AHAHAH""";0;
;"""Caption aja COPAS! Cantumin credit dong, dasar iblis""";0;
;"""Unfoll aja daripada kalian dosa ngebully2 terus..""";1;
;"""Meldi aku perhatikan kamu seperti orang china deh.. cantik""";1;
;"""Editan softlensnya keluar itu mbaknya, kayak ratu titisan ular kamu wkwkwk""";0;
;"""Kasihan ular dibawa bawa kamu gak pantas jadi ular pantasnya jadi bunglon atau buaya..""";0;
;"""Maju trus ya sayang.. abaikan orang2 yg comment menyakitkan""";1;
;"""Kasihan ya kamu @rosameldianti_ Hidup sekali cuman buat bahan hujatan masyarakat? Mubadzir banget deh hidup lo? Napa gak bunuh diri aja?""";0;
;"""Semangat mel, bahasa asing mah yang penting kita berani pasti entarnya bisa""";1;
;"""Beda sama d foto yaa.. Disini lebar banget mukanya maaf itu kalau foto editan ya""";0;
;"""Meldi meskipun kadang mulut ku tak bisa di rem karena kehaluanmu, tapi aku bangga akan berusaha mu, yuhuuu""";1;
;"""Lupa di edit ya tu muka melar""";0;
;"""Semangatt, kesalahan dalam belajar bahasa asing itu penting. Karena itu pembelajaran utamanya, supaya kesalahannya ga terulang""";1;
;"""Kereennnn.. dari bully.an netizen menjadikanmu mau belajar""";1;
;"""Hiiihhh jiik lihat nih orang? auranya buruk bgt gak ada manis manisnya""";0;
;"""Semangat untuk belajar ya? saya uga gak bisa bahasa inggris""";1;
;"""Yang penting ada niat.. dan keberanian""";1;
;"""Salut Mel.. semangat belajar, yg ngetawain juga belum tentu bisa Dan berani..""";1;
;"""Gpp Mel semangat buat belajar trusssss jangan gampang nyerah pokoknya @rosameldianti_""";1;
;"""Setidaknya dia ngaku. bukan belagak pintar""";1;
;"""Masih jauh kalo ngarep bisa ikutan kontes miss earth , makanya dari kecil les inggris biar lidahnya gak keseleo""";0;
;"""Cuma di postingan ini ya bund netizen sedikit yang menghujat""";1;
;"""Happy birthday Mel sehat dan Sukses yah, Aamiin""";1;
;"""Happy Birthday kak Meldi yang imut n ngegemesin. Tambah sukses selalu""";1;
;"""Ya ampun ketiak dan lemaknya editan parah wkwk""";0;
;"""Ketiaknya habis di amplas mel, alus banget""";0;
;"""Udah diedit gitu, ketiak lu tetap hitam""";0;
;"""Selamat ulang tahun mel, udah yah jangan banyak tingkah""";1;
;"""Mukanya kuning banget kaya kunyit""";0;
;"""Selamat ulang tahun meldi sukses dan sehat terus ya?.""";1;
;"""Fotonya lainnya jangan yang ini, kan masih banyak yang lebih cantik ihhh biar gak kena hujat kamu ihh, aku mah kasihan""";1;
;"""HBD meldi? Semoga sukses selalu dan panjang umur dan rejekinya di lancarkan.. Amin""";1;
;"""Perasaan kemarin lengannya kekar banget kek petinju, udah gitu ketiaknya juga hitam. Kok difoto ini lengannya jadi kecil, ketiaknya putih kek dibedakin""";0;
;"""Selamat Ulang Tahun kak @rosameldianti_, banyaknya sadar dan jangan pansos lagi yah. Amin""";1;
;"""Hbd cantik semoga kedepannya tambah sukses""";1;
;"""Hbd mbak mel tambah cantik di panjangkan umurnya dan sehat selalu""";1;
;"""berdiri di kaki sendiri lebih baik""";1;
;"""Biar di edit2 kaya apa juga tetap aja ketiak hitam nya ga bisa di bohongin""";0;
;"""Sumpah demi apapun.. Lengan nya gede banget""";0;
;"""Selamat ulang tahun panjang umur sampai ketemu dajjal""";0;
;"""Ketiak hitam buluk mau lu edit nutupin daki diketek lu tetap aka hitam ketiak lu, dasar Dugong @rosameldianti_""";0;
;"""Di atm tinggal 150 ribu aja banyak gaya lu dugong""";0;
;"""Gak ada bagus2nya suara dan polanya?.""";0;
;"""Si Meldi jelek aja banyak gaya. Beda banget sm tante n sepupunya yang udah jelas2 cantik""";0;
;"""Tapi dia sekarang dah berubah gak kayak dulu kalau yang gue lihat""";1;
;"""Ngedit ketiaknya berapa lah dah itu ya ampe ngeblur pisan.. Putihnya kek cat tembok""";0;
;"""Aduh dugong masih aja gila filter?.""";0;
;"""Sekarang bukan muka aja yang didempul, tapi ketiak juga""";0;
;"""Kasian kebelet artis tapi gak punya bakat""";0;
;"""Yang merasa peliharaannya lepas, tolong diangkut""";0;
;"""Miris banget? ultah bukan didoain yang baik2 tapi tetap di bully kasian !! God bless u mel""";1;
;"""Mudah mudahan lu jadi gembel. Amin ya Allah""";0;
;"""Ketiaknya hitam dikasih bedak jadi nya abu"" monyet""";0;
;"""Heran gua mah kalau gasuka gausah di follow dah tau ni akun private kalo lu tetap follow dan ngebuli tanda nya lu sirik. Gasuka ya gausah diliat, kaya dirinya sempurna aja""";1;
;"""Gua berharap lu aja si yg sakit bukan laura lol""";0;
;"""Harusnya lo aja yang menderitaaa bukan lora anj!!!!!!!!!""";0;
;"""GAGA SEMPET BENERAN LORA LO TINGGALIN, LO ORANG PALING JAHAT GA!!!! LO GAK BAKAL BAHAGIA GA""";0;
;"""Lu bener' ga.kalo sempet nyakitin lora gue santet!!!!!""";0;
;"""Si gaga kok kek anjing""";0;
;"""Semangat gaga, jangan liat kebelakang fokus aja kedepan, masih muda masih banyak yg lebih baik juga.""";1;
;"""Gak ada cantiknya. Gila yang ada""";0;
;"""meldi makin bersinar yaaa, pertahanin karir jgn di sia siain""";1;
;"""Tetap semangat?. sebaik apapun kamu akan dalah Dimata pembenci?..""";1;
;"""Asli gak ada bebet bobo ni anak. kasihan sekali.""";0;
;"""kumat? lama semedinya segini keluarnya""";0;
;"""Tangannya hitam? beda ama muka""";0;
;"""Kok meldi di foto aku gendut beda""";0;
;"""Gatau sih, cantik tapi gak ada aura nya sama sekali . Cantik tapi idih gitu lihatnya , kenapa yaa ??""";0;
;"""Baik buruk nya kamu akan tetap terlihat buruk di mata mereka yang ga menyukai mu..""";1;
;"""Gila ni siluman,, di story orang lain keliatan banget tumpukan2 lemaknya, buriknya apalagi""";0;
;"""Dasar Bego lu.. gua jijik sama lu bro kayak gak punya otak banget""";0;
;"""Lo kira lo bagus tuh begitu anjing wkwkw""";0;
;"""Di maafin aaa? semoga dia jera untuk kedepannya?""";1;
;"""Eh bocah mending Lo mati aja GAK guna juga ada orang kayak lo hahahahaha""";0;
;"""Btw yang video tapi boong itu dia buat nya tahun lalu bukan pas masalah yang sekarang kalau gak percaya lihat tribun news jadi jangan hujat dia lagi ya""";1;
;"""Okay bro kalem aja, tetap semangat dan jangan putus asa""";1;
;"""Lu Mati ajalah . Udah biar gak bikin ribet""";0;
;"""SAMPAH MASYARAKAT HARUS DI MUSNAHKAN SEGERA""";0;
;"""MATI KAU NAJIS KONTOL BANGSAT MATI KAU""";0;
;"""youtuber toxic, tutup akunmu sekalian tutup usia""";0;
;"""Pada ribet kayak udah pada benar aja lu semua""";1;
;"""Jangan ada hitam diatas putih. Langsung proses""";1;
;"""Kalau sayang sama anaknya ya di serahkan aja ke polisi biar di didik sekalian""";1;
;"""Manusia apa hewan sih kok gak punya hati banget""";0;
;"""Manusia anjing. Nyari uang gitu amat. Lo kerja aja sama gue nyebokin gue ntar gue gaji lo.""";0;
;"""maklum anak kurang pendidikan kayak gitu gak punya akhlak""";0;
;"""Anjing memang anak gak tau diri. ibunya sampai nangis2""";0;
;"""oi babi gue bunuh lu kalau sampai kelihatan sumpah""";0;
;"""Heee sampah lu udah gua maafin TAPI BOONG GOBLOK""";0;
;"""ANJING SINI LO BAKU HANTAM AYO""";0;
;"""Bangkit ya bang jangan lemah buat pelajaran dan ujian buat lu jadi yang lebih baik lagi bang""";1;
;"""Jangan patah semngat kak sukses terus""";1;
;"""Semangat Ferdian gausah dengerin orang yang hujat kamu, karena semua manusia tidak luput dari kesalahan""";1;
;"""Sumpah sekarang aku respect banget sama kamu""";1;
;"""Menurutku pribadi, dia tulus minta maafnya?.""";1;
;"""DIKASIH BIDADARI MAUNYA BONEKA SANTET""";0;
;"""Ilang respect gue.. padahal jane udh setia bgt sama lu, tapi lu nya main cewe pas udh keluar dri penjara.. lol""";1;
;"""Hapus ajh ni poto ngk tau malu bgt lu bang""";1;
;"""Intinya gasuka ajg selama ada listy . Ngrusak suasana""";0;
;"""Di foto ini ada 2 anjing dan 1 kontol""";0;
;"""kasian banget Jane udah nunggu keluar penjara eh taunya :), waw sakit siih""";1;
;"""Puny cewk baik di selingkuhin g ngotak""";0;
;"""Inget yg di potong itu masalah nya bukan hubungan nya, tapi kalo udah gini sembeleh aja orang nya :) udah terlanjur kecewa""";0;
;"""Ini buat konten.. masa putus foto tabi sama jessica engga dihapus ?""";1;
;"""Tiap mau makan dibikin ama jess tpi malah ngehianatin gila sih""";1;
;"""Parah lu bang nama lu udh rusak karna narkoba malah nambah masalah ajh truss""";1;
;"""Ini anjing Kok mirip ya sama Erick""";0;
;"""Muka Pas""an sok sok an mau sm lonte lo anjing""";0;
;"""Lu sama anjingnya, lebih baik anjingnya""";0;
;"""IH ADA BABI JGN MEGANG TUH ANJING HARGA DIRINYA LEBIH TINGGI DRIPADA LO""";0;
;"""Santuy aja bang ga usah di tanggepin,btw gw suka gaya lo""";1;
;"""Narkoboy kontol, Cuma bisa maen cewe sama nyakitin doang lu anjing, mati aja lu bego""";0;
;"""TETEP PENJARA AJA AJG NYUSAHIN LO KELUAR""";0;
;"""cewe cakep, setia kok disia sia in sahabat""";1;
;"""loh kok ak liatnya anjing semua yaa""";0;
;"""Anjingnya ada dua kok guys, tapi kok lagi satu gue liat ada babi item""";0;
;"""Mantan Anjing, eh kebalik anjing mantan""";0;
;"""Bikin skandal karena kepengen tenar?""";1;
;"""Wiii anjay kapan lagi liat babi megang 2 anjing""";0;
;"""Ini adalah foto babi sedang memeluk anjing yg pemilik nya adalah bidadari""";0;
;"""Babi g pantes nyentuh anjingnya bidadari, nanti kotor.""";0;
;"""SESAMA ANJING FOTO DULU YA KAN""";0;
;"""potret seorjing memegang anjing kwkw""";0;
;"""HEH UDH NAPA HATE NYA CAPE GW BACA NYA""";1;
